Day,Temperature (°C),Rainfall (mm),Humidity (%)
7555,33.2,49.5,53
7556,20.4,44.8,62
7557,32.6,26.9,47
7558,21.8,20.2,83
7559,22.1,47.6,29
7560,24.9,1.5,27
7561,19.2,19.5,85
7562,1.9,35.8,39
7563,28.9,44.5,23
7564,28.9,34.5,24
7565,20.3,3.8,55
7566,-4.2,24.7,20
7567,3.4,27.7,41
7568,-1.1,35.0,27
7569,7.0,1.1,48
7570,34.3,1.9,85
7571,-1.2,46.7,96
7572,5.6,13.9,99
7573,20.0,9.9,39
7574,32.0,7.7,54
7575,33.5,36.3,24
7576,9.4,5.6,70
7577,26.3,18.2,67
7578,34.7,9.5,60
7579,9.9,40.7,44
7580,0.3,2.1,65
7581,25.5,15.5,82
7582,33.8,19.6,97
7583,13.1,44.1,26
7584,28.1,24.0,61
7585,-1.6,26.0,48
7586,9.9,24.1,36
7587,19.1,42.2,94
7588,18.5,44.4,37
7589,10.3,17.0,68
7590,4.1,26.7,97
7591,5.1,36.7,53
7592,0.9,29.3,80
7593,34.9,43.4,83
7594,26.1,13.3,23
7595,17.6,35.5,90
7596,0.9,49.3,41
7597,30.2,47.0,33
7598,2.0,24.3,22
7599,32.0,29.9,74
7600,-3.3,27.3,30
7601,13.1,41.7,59
7602,1.3,35.9,40
7603,20.0,16.9,29
7604,15.3,10.3,71
7605,6.5,10.1,83
7606,24.5,48.1,87
7607,6.9,1.2,29
7608,20.6,22.0,43
7609,22.8,31.2,76
7610,20.1,36.9,85
7611,-0.3,49.7,77
7612,3.7,10.0,89
7613,1.3,6.2,31
7614,29.9,22.5,43
7615,32.3,37.3,87
7616,19.9,18.4,43
7617,11.7,0.0,22
7618,23.1,49.4,90
7619,6.9,0.1,40
7620,2.7,40.5,33
7621,10.9,38.6,93
7622,34.7,23.7,70
7623,34.4,27.9,37
7624,9.3,4.4,81
7625,1.1,47.8,95
7626,29.9,14.7,62
7627,-2.7,42.7,48
7628,5.6,11.9,49
7629,27.8,1.7,89
7630,15.2,30.6,74
7631,28.8,35.5,73
7632,0.2,26.8,56
7633,20.1,43.5,92
7634,19.8,19.0,81
7635,-0.6,33.2,22
7636,6.5,13.1,43
7637,23.5,9.7,81
7638,22.7,40.8,40
7639,11.9,9.5,100
7640,5.1,17.3,84
7641,-2.0,45.6,88
7642,33.2,46.4,31
7643,28.9,46.2,89
7644,-2.5,3.9,99
7645,-0.3,38.2,21
7646,30.1,19.3,58
7647,4.7,32.4,37
7648,13.9,1.2,94
7649,10.2,48.1,99
7650,32.2,38.7,74
7651,14.0,10.2,32
7652,27.3,26.5,81
7653,26.6,48.5,27
7654,2.5,15.4,23
7655,15.2,42.8,53
7656,-3.3,26.4,30
7657,4.4,19.9,77
7658,31.8,9.9,72
7659,5.6,27.9,76
7660,-3.3,17.1,91
7661,-1.6,32.9,70
7662,12.4,28.3,48
7663,31.1,27.5,28
7664,31.0,43.6,94
7665,15.3,19.4,74
7666,17.1,8.4,78
7667,12.7,9.5,84
7668,17.4,1.0,93
7669,-0.9,44.1,65
7670,25.6,47.2,22
7671,20.9,47.2,46
7672,8.4,11.6,71
7673,21.3,41.7,21
7674,22.5,47.9,32
7675,28.3,37.7,76
7676,9.1,44.8,40
7677,28.4,10.9,52
7678,10.0,29.7,29
7679,12.5,34.3,59
7680,5.9,11.5,45
7681,30.4,32.5,56
7682,12.2,23.5,47
7683,-2.7,25.3,57
7684,3.6,48.9,25
7685,5.4,42.4,51
7686,17.0,13.4,68
7687,21.2,37.9,65
7688,9.1,32.5,35
7689,2.7,20.1,65
7690,-4.6,3.2,84
7691,30.7,46.2,74
7692,8.2,34.1,87
7693,15.8,44.6,70
7694,4.6,46.1,28
7695,-3.0,25.5,53
7696,15.6,13.9,84
7697,9.0,25.9,52
7698,-0.9,42.4,72
7699,0.1,26.9,33
7700,9.6,23.0,58
7701,12.3,40.7,69
7702,18.3,13.7,88
7703,21.4,28.6,36
7704,20.7,20.0,77
7705,7.5,11.2,67
7706,21.1,7.6,41
7707,19.8,46.1,32
7708,26.5,22.1,78
7709,5.3,38.7,92
7710,14.9,47.7,54
7711,18.6,7.2,82
7712,23.2,31.8,58
7713,17.6,0.5,45
7714,12.3,37.3,27
7715,8.9,12.4,90
7716,26.0,7.2,25
7717,6.8,12.8,48
7718,6.1,45.3,35
7719,27.8,8.6,71
7720,33.4,34.1,64
7721,4.6,24.4,28
7722,6.7,38.4,60
7723,33.3,39.0,69
7724,28.3,49.2,82
7725,-0.3,23.9,65
7726,11.4,22.4,79
7727,31.5,12.8,33
7728,16.0,1.3,69
7729,7.9,26.4,45
7730,3.3,26.9,61
7731,21.7,32.9,21
7732,29.7,0.0,31
7733,2.8,34.5,73
7734,-3.6,37.0,75
7735,7.3,12.0,86
7736,-0.3,19.6,36
7737,2.7,18.3,57
7738,24.5,10.1,64
7739,34.0,14.1,84
7740,7.7,38.7,41
7741,11.8,2.3,64
7742,25.1,49.2,51
7743,16.3,31.7,96
7744,27.0,23.5,37
7745,26.8,49.5,74
7746,28.2,33.3,76
7747,22.7,41.0,43
7748,13.6,33.0,44
7749,31.3,37.0,32
7750,12.6,6.2,61
7751,31.8,44.5,78
7752,8.5,32.7,86
7753,4.8,45.5,58
7754,33.5,19.8,37
7755,28.4,15.0,47
7756,14.5,23.7,26
7757,31.9,10.6,69
7758,16.7,7.5,30
7759,29.2,44.3,53
7760,-2.6,17.8,57
7761,31.7,26.9,99
7762,5.4,6.0,63
7763,7.3,27.8,52
7764,5.7,43.0,45
7765,14.1,17.2,79
7766,34.8,35.5,27
7767,10.0,4.3,93
7768,6.2,20.1,22
7769,1.3,7.8,93
7770,31.4,25.8,79
7771,26.6,19.7,93
7772,26.0,0.2,60
7773,7.3,25.9,91
7774,2.3,46.7,29
7775,16.4,44.3,29
7776,17.0,30.4,20
7777,19.2,4.6,33
7778,13.3,44.7,81
7779,20.9,35.5,34
7780,9.9,45.6,49
7781,-2.7,21.2,21
7782,29.3,40.7,76
7783,30.1,44.4,68
7784,-1.7,42.5,91
7785,30.2,37.5,71
7786,29.8,32.3,74
7787,13.8,29.7,61
7788,20.3,39.2,77
7789,-4.2,26.2,22
7790,23.9,48.9,45
7791,33.2,25.0,88
7792,14.7,20.3,80
7793,31.3,44.3,63
7794,32.0,35.9,39
7795,15.0,8.4,23
7796,-2.0,36.9,90
7797,29.1,12.5,61
7798,23.5,42.6,83
7799,-3.0,21.6,68
7800,28.2,19.2,84
7801,20.5,3.0,43
7802,26.9,30.2,72
7803,-0.0,36.7,42
7804,6.7,20.6,73
7805,9.2,44.2,70
7806,30.4,20.0,61
7807,33.5,45.1,73
7808,13.4,45.7,61
7809,28.9,28.5,38
7810,31.8,36.5,89
7811,19.8,1.4,84
7812,16.9,3.5,63
7813,0.9,9.4,65
7814,21.7,2.0,30
7815,10.1,19.9,47
7816,12.8,36.3,60
7817,14.9,7.2,93
7818,27.8,25.7,65
7819,23.7,41.8,50
7820,14.3,3.8,25
7821,16.0,9.7,62
7822,8.3,17.2,56
7823,9.4,47.4,86
7824,22.3,3.5,66
7825,28.9,5.1,89
7826,4.2,46.5,33
7827,29.1,10.1,86
7828,15.9,2.0,24
7829,31.3,25.3,54
7830,18.9,47.0,21
7831,16.4,18.4,63
7832,1.4,27.2,78
7833,6.4,36.6,26
7834,-0.4,1.9,85
7835,13.9,44.1,41
7836,20.4,27.4,91
7837,34.5,36.6,62
7838,29.3,20.9,97
7839,-1.5,11.0,69
7840,-4.1,4.5,26
7841,29.2,32.2,66
7842,29.4,12.7,51
7843,-3.4,28.6,69
7844,11.0,46.7,45
7845,8.4,20.5,28
7846,5.3,15.9,20
7847,14.8,16.5,44
7848,12.7,3.5,36
7849,12.0,39.4,45
7850,28.6,10.1,38
7851,26.8,26.8,41
7852,25.4,7.1,49
7853,33.3,0.4,32
7854,13.8,15.1,31
7855,19.6,49.0,89
7856,26.7,47.0,80
7857,31.8,37.9,20
7858,11.9,40.0,59
7859,12.7,37.1,92
7860,12.7,24.7,47
7861,19.7,40.6,61
7862,13.6,45.0,33
7863,16.4,3.4,41
7864,11.7,23.5,67
7865,16.4,29.7,40
7866,33.4,6.4,92
7867,5.9,12.2,34
7868,11.5,24.7,83
7869,-0.5,1.9,47
7870,22.1,14.9,30
7871,17.3,44.3,46
7872,34.2,46.1,62
7873,-2.7,44.0,29
7874,-2.8,0.7,70
7875,16.1,0.6,61
7876,-0.2,40.5,37
7877,14.8,42.2,99
7878,18.9,27.5,48
7879,1.5,1.0,56
7880,15.1,22.9,68
7881,12.1,11.5,72
7882,20.1,31.7,100
7883,24.1,34.6,64
7884,-4.8,21.3,22
7885,2.6,14.2,58
7886,28.4,16.9,77
7887,0.6,44.8,37
7888,-1.9,8.8,99
7889,26.1,23.0,32
7890,3.2,27.4,20
7891,10.2,42.8,30
7892,30.7,6.0,84
7893,33.0,31.5,76
7894,13.7,33.9,22
7895,-0.2,33.2,35
7896,26.6,0.9,70
7897,23.9,16.5,54
7898,34.6,2.7,85
7899,-0.2,36.1,72
7900,22.8,45.1,39
7901,17.9,40.3,56
7902,25.5,47.8,78
7903,17.9,6.8,66
7904,15.4,9.1,47
7905,7.4,35.9,27
7906,29.3,38.7,38
7907,17.6,3.3,57
7908,2.0,6.6,64
7909,21.3,38.7,65
7910,15.3,1.3,26
7911,4.2,16.8,75
7912,7.8,3.4,84
7913,3.7,19.4,20
7914,11.3,49.7,50
7915,29.5,42.3,21
7916,17.7,45.1,36
7917,6.4,13.0,79
7918,17.2,15.0,85
7919,13.4,38.8,23
7920,12.6,45.6,45
7921,16.1,27.1,75
7922,25.9,39.6,85
7923,27.4,4.9,69
7924,32.6,48.4,30
7925,13.9,31.9,32
7926,34.0,20.9,87
7927,18.4,22.0,57
7928,22.0,7.4,38
7929,16.2,39.4,28
7930,34.4,5.0,51
7931,13.8,18.7,94
7932,12.0,24.5,52
7933,22.2,13.2,49
7934,28.8,14.6,82
7935,17.4,36.7,25
7936,-2.3,16.1,72
7937,12.6,37.0,27
7938,27.3,37.0,30
7939,12.0,15.8,65
7940,19.2,34.8,78
7941,-4.4,39.8,85
7942,29.9,13.2,32
7943,22.2,19.1,60
7944,25.0,3.9,85
7945,28.7,49.1,92
7946,-0.4,12.1,51
7947,29.8,24.3,86
7948,27.8,1.6,60
7949,29.8,23.1,75
7950,6.7,29.8,29
7951,8.7,22.3,66
7952,30.3,46.4,91
7953,19.0,40.6,30
7954,26.7,2.9,82
7955,15.3,15.5,39
7956,5.6,7.7,45
7957,0.1,5.1,94
7958,-3.3,3.7,47
7959,-2.1,0.1,78
7960,3.7,40.9,64
7961,2.4,40.2,84
7962,-2.6,28.2,35
7963,27.6,36.0,38
7964,5.3,1.5,37
7965,25.9,33.9,20
7966,-1.8,0.1,66
7967,31.5,45.9,80
7968,29.1,5.0,73
7969,18.5,24.0,22
7970,5.7,23.1,24
7971,5.3,1.3,90
7972,0.5,32.1,80
7973,33.2,21.1,50
7974,16.9,48.3,32
7975,-1.7,30.3,21
7976,20.5,6.6,46
7977,27.2,42.3,23
7978,11.6,36.9,24
7979,4.3,9.9,89
7980,-0.1,41.0,71
7981,14.5,42.6,79
7982,22.8,6.7,56
7983,-3.7,12.5,95
7984,20.8,21.2,37
7985,23.8,23.1,77
7986,-2.6,45.1,59
7987,24.1,2.1,36
7988,-1.9,8.0,91
7989,4.7,25.5,99
7990,25.5,29.1,87
7991,9.8,46.5,50
7992,8.1,2.6,68
7993,3.3,39.0,20
7994,-2.0,34.8,70
7995,31.3,40.0,46
7996,27.3,48.2,38
7997,19.9,15.9,63
7998,31.4,0.3,64
7999,24.3,14.0,59
8000,5.4,44.0,91
8001,10.9,25.6,36
8002,9.7,17.9,93
8003,17.9,37.4,99
8004,1.3,23.6,93
8005,15.5,27.6,42
8006,32.7,14.2,55
8007,3.8,45.6,63
8008,7.9,32.6,48
8009,25.4,32.9,93
8010,19.4,22.4,71
8011,10.5,39.0,97
8012,27.2,1.4,57
8013,4.4,15.3,89
8014,20.4,7.8,87
8015,18.5,42.5,28
8016,24.9,21.2,58
8017,-0.3,40.1,57
8018,25.9,25.7,74
8019,6.5,6.7,68
8020,29.2,32.1,90
8021,8.9,23.3,76
8022,9.6,13.9,39
8023,-4.9,21.4,72
8024,27.7,6.1,49
8025,2.6,44.1,86
8026,11.2,45.3,75
8027,5.1,16.0,26
8028,-3.3,16.0,100
8029,20.7,35.7,86
8030,32.1,4.5,75
8031,27.4,48.1,35
8032,30.0,24.6,20
8033,10.4,13.1,50
8034,8.2,0.4,44
8035,18.3,22.5,34
8036,4.1,45.8,83
8037,15.0,9.0,89
8038,15.0,29.7,68
8039,11.0,11.2,33
8040,31.1,46.4,99
8041,11.0,33.7,29
8042,17.4,1.6,89
8043,28.9,8.4,31
8044,20.2,5.5,49
8045,3.6,29.4,96
8046,24.7,43.3,28
8047,3.0,6.7,96
8048,34.4,47.5,69
8049,-4.3,21.2,44
8050,11.0,6.5,90
8051,-3.8,27.3,67
8052,6.9,43.1,35
8053,30.5,25.2,46
8054,12.7,15.3,22
8055,20.7,20.8,29
8056,22.5,37.9,32
8057,3.1,25.9,38
8058,31.6,17.3,29
8059,33.2,48.6,78
8060,11.8,27.9,51
8061,16.8,46.6,56
8062,21.3,24.2,85
8063,31.7,26.4,55
8064,31.0,17.4,22
8065,12.6,7.5,87
8066,25.2,21.9,31
8067,30.3,31.9,98
8068,34.8,1.2,92
8069,30.8,28.7,93
8070,23.2,35.9,21
8071,-2.3,22.2,36
8072,7.1,0.7,88
8073,2.5,30.6,97
8074,29.9,17.4,94
8075,-0.6,44.5,96
8076,12.6,6.5,95
8077,21.4,37.1,84
8078,30.5,31.8,84
8079,-4.2,7.5,62
8080,18.5,3.1,70
8081,27.1,48.0,50
8082,16.8,48.1,82
8083,5.3,13.7,99
8084,8.6,44.1,84
8085,6.9,15.1,68
8086,8.5,17.2,35
8087,16.6,34.5,38
8088,-2.1,31.5,75
8089,12.7,15.0,53
8090,19.3,19.0,88
8091,-2.5,17.8,71
8092,15.0,16.0,78
8093,32.3,12.9,75
8094,22.9,27.0,76
8095,24.4,5.8,88
8096,29.3,41.8,48
8097,18.2,45.8,89
8098,10.8,33.2,76
8099,-0.7,22.9,80
8100,8.6,28.3,59
8101,-1.6,27.8,55
8102,31.8,35.8,66
8103,23.0,31.4,37
8104,3.2,49.8,32
8105,33.7,13.3,27
8106,15.2,11.9,95
8107,25.7,15.7,88
8108,32.3,35.6,48
8109,5.0,17.4,38
8110,7.8,26.2,44
8111,10.9,5.4,58
8112,20.2,46.7,58
8113,-3.7,4.6,38
8114,8.9,14.5,32
8115,22.1,32.9,22
8116,21.9,3.7,80
8117,26.3,11.0,32
8118,5.7,40.9,90
8119,25.4,40.7,88
8120,24.5,2.2,65
8121,4.3,12.2,33
8122,11.2,6.4,77
8123,26.8,9.3,72
8124,-1.8,37.2,48
8125,13.0,21.5,84
8126,22.9,15.1,77
8127,23.5,32.0,57
8128,25.1,2.3,53
8129,9.9,28.4,20
8130,25.0,42.5,24
8131,5.0,15.7,75
8132,1.4,43.9,73
8133,-4.9,39.4,94
8134,24.9,14.8,96
8135,32.8,13.0,76
8136,27.4,24.0,77
8137,26.0,22.0,57
8138,7.3,25.5,20
8139,19.0,14.2,54
8140,15.7,33.3,41
8141,9.0,15.3,54
8142,28.5,22.1,46
8143,-1.3,27.3,96
8144,28.1,10.7,22
8145,9.3,6.8,44
8146,15.4,33.1,25
8147,25.4,35.4,70
8148,25.6,15.8,92
8149,32.2,2.4,78
8150,2.5,31.0,99
8151,17.8,9.3,41
8152,17.7,15.5,28
8153,15.0,43.6,85
8154,8.5,33.4,92
8155,24.6,2.8,36
8156,5.2,2.1,54
8157,5.8,49.4,64
8158,3.1,47.2,69
8159,13.7,39.2,71
8160,0.6,31.5,93
8161,5.1,21.3,25
8162,0.2,2.7,22
8163,-4.5,14.5,61
8164,15.7,14.4,60
8165,26.6,47.5,78
8166,23.5,18.8,55
8167,6.3,49.9,79
8168,-4.2,41.4,45
8169,26.3,32.3,51
8170,21.6,22.4,100
8171,22.6,38.1,32
8172,3.5,35.2,42
8173,14.7,31.5,100
8174,3.1,30.4,50
8175,-1.7,23.9,28
8176,1.1,47.5,51
8177,3.6,38.5,78
8178,-0.2,15.4,53
8179,2.6,38.4,56
8180,23.5,26.5,36
8181,18.0,40.7,52
8182,11.2,22.8,56
8183,0.4,21.5,25
8184,-4.2,27.9,81
8185,32.1,40.7,57
8186,-3.2,37.5,80
8187,11.3,35.6,69
8188,5.0,45.0,65
8189,18.6,48.4,42
8190,0.6,31.8,69
8191,8.0,20.3,72
8192,0.9,9.2,62
8193,-2.6,0.6,100
8194,-0.8,2.5,30
8195,26.8,28.4,59
8196,8.7,20.7,92
8197,-0.1,9.1,53
8198,18.5,34.2,72
8199,31.4,42.7,37
8200,22.5,48.2,84
8201,18.2,5.1,84
8202,16.3,19.2,34
8203,25.3,32.3,24
8204,29.2,20.1,31
8205,25.4,40.9,98
8206,-4.5,23.3,79
8207,17.5,40.5,89
8208,11.9,46.9,89
8209,25.3,37.6,40
8210,17.2,1.3,89
8211,14.0,42.0,41
8212,18.9,44.9,54
8213,12.7,26.8,62
8214,28.3,11.3,30
8215,6.1,24.9,80
8216,-4.8,43.1,99
8217,7.3,27.2,86
8218,31.6,10.5,89
8219,18.8,10.4,81
8220,7.5,17.2,84
8221,20.9,19.3,69
8222,-0.7,7.8,40
8223,17.1,18.0,97
8224,23.2,46.5,22
8225,30.9,21.1,40
8226,31.8,44.0,73
8227,30.2,40.0,70
8228,-0.9,39.4,33
8229,32.5,13.6,32
8230,2.5,14.6,36
8231,29.6,6.9,65
8232,19.3,27.9,43
8233,27.2,25.3,94
8234,16.3,44.1,62
8235,14.2,18.0,70
8236,11.5,29.6,77
8237,12.0,30.9,81
8238,7.4,2.6,25
8239,4.1,14.1,24
8240,9.8,35.1,71
8241,33.0,31.8,39
8242,34.8,46.0,94
8243,2.9,25.7,84
8244,9.5,35.4,26
8245,28.6,26.5,64
8246,14.5,18.0,38
8247,9.9,43.1,83
8248,15.0,1.5,66
8249,6.3,49.5,90
8250,34.2,2.3,66
8251,0.9,30.2,30
8252,13.6,7.3,31
8253,24.5,18.5,92
8254,0.6,18.2,95
8255,7.8,26.5,60
8256,21.5,23.1,83
8257,32.7,24.8,37
8258,17.6,6.3,34
8259,34.5,23.8,85
8260,6.3,10.6,58
8261,-0.9,19.3,40
8262,29.9,32.2,31
8263,-2.7,32.8,25
8264,3.3,6.9,61
8265,30.9,19.7,69
8266,25.0,28.4,82
8267,17.3,32.0,70
8268,24.4,32.2,96
8269,11.8,8.9,59
8270,17.9,2.2,51
8271,23.3,44.3,96
8272,19.1,46.1,50
8273,4.0,3.0,50
8274,-4.4,26.9,38
8275,2.9,20.0,49
8276,3.5,40.5,80
8277,32.1,1.6,72
8278,-1.8,44.7,70
8279,31.6,33.9,31
8280,1.6,44.3,31
8281,11.3,47.3,27
8282,29.9,28.9,41
8283,13.0,9.9,45
8284,19.4,7.3,23
8285,19.9,40.5,42
8286,-1.1,12.4,75
8287,12.2,27.3,76
8288,21.7,2.9,24
8289,31.3,41.2,89
8290,1.2,46.7,57
8291,4.6,47.5,100
8292,2.8,21.9,73
8293,-3.0,31.0,31
8294,20.1,29.8,41
8295,14.9,45.7,90
8296,13.1,10.5,20
8297,35.0,31.2,33
8298,6.7,34.7,53
8299,-0.9,2.9,35
8300,13.4,6.6,85
8301,19.7,15.2,52
8302,20.5,2.0,34
8303,11.6,25.3,62
8304,-1.9,7.8,32
8305,-3.7,39.1,71
8306,17.9,21.5,80
8307,29.9,39.2,51
8308,29.2,30.8,49
8309,24.1,16.6,52
8310,22.4,3.9,73
8311,14.0,37.0,61
8312,29.2,30.8,74
8313,-1.9,10.2,95
8314,34.2,43.4,83
8315,23.0,37.6,23
8316,32.6,29.8,73
8317,20.8,32.8,59
8318,20.9,31.9,21
8319,11.9,16.4,78
8320,14.0,36.9,57
8321,28.1,21.4,62
8322,19.9,29.0,20
8323,33.6,10.6,61
8324,17.2,25.9,41
8325,13.0,16.4,75
8326,0.8,13.9,35
8327,17.4,0.1,48
8328,6.4,48.1,26
8329,-2.6,25.4,61
8330,0.9,4.7,36
8331,21.2,19.0,61
8332,16.3,17.2,84
8333,33.4,15.8,39
8334,19.2,19.5,76
8335,-4.7,30.1,31
8336,32.8,11.9,22
8337,20.7,32.5,48
8338,18.8,16.8,99
8339,21.3,28.7,93
8340,34.7,49.4,26
8341,32.6,2.9,38
8342,2.0,37.9,74
8343,15.8,14.9,77
8344,20.3,21.5,64
8345,1.2,47.7,96
8346,18.3,35.8,31
8347,29.5,8.4,30
8348,17.6,38.3,43
8349,19.6,36.2,84
8350,29.9,18.2,47
8351,5.1,43.4,74
8352,32.8,21.0,21
8353,6.1,16.1,86
8354,15.7,14.3,34
8355,28.1,1.7,94
8356,7.3,3.8,48
8357,22.5,11.2,23
8358,32.3,23.9,60
8359,21.2,37.4,32
8360,20.4,44.3,62
8361,27.4,6.3,44
8362,-2.9,19.5,34
8363,17.3,25.0,66
8364,10.1,16.3,85
8365,-0.6,7.9,24
8366,32.7,12.3,24
8367,-0.3,44.2,71
8368,34.3,37.1,41
8369,16.1,13.0,30
8370,22.8,21.6,59
8371,19.8,27.7,89
8372,-3.9,7.4,92
8373,16.2,11.8,38
8374,12.5,9.9,76
8375,9.1,24.7,60
8376,-1.0,28.1,84
8377,11.2,6.8,77
8378,21.4,30.0,73
8379,7.1,36.4,83
8380,33.4,29.4,42
8381,17.8,7.9,88
8382,16.4,1.2,23
8383,20.6,38.4,32
8384,33.7,24.0,58
8385,28.4,14.7,75
8386,20.2,22.8,71
8387,33.6,29.3,86
8388,28.5,43.2,73
8389,-1.7,24.1,65
8390,18.2,24.1,95
8391,-1.4,36.2,87
8392,29.9,46.8,54
8393,7.3,49.1,48
8394,27.8,49.6,65
8395,8.9,47.4,64
8396,14.2,20.8,89
8397,16.6,11.9,26
8398,0.0,12.3,56
8399,26.6,9.5,82
8400,0.1,34.0,52
8401,2.8,20.1,52
8402,13.1,47.8,74
8403,7.1,49.7,85
8404,15.1,48.8,55
8405,31.9,13.8,40
8406,3.0,6.2,97
8407,3.8,37.0,80
8408,34.0,8.9,33
8409,18.3,37.4,41
8410,21.0,17.9,99
8411,16.8,24.7,49
8412,17.8,17.6,76
8413,7.2,7.7,84
8414,9.3,46.4,87
8415,29.0,46.5,100
8416,3.9,29.5,97
8417,2.7,33.2,53
8418,13.0,16.8,95
8419,17.1,19.0,54
8420,21.6,11.1,30
8421,12.3,27.6,75
8422,22.5,49.4,36
8423,24.3,42.1,56
8424,17.6,12.9,30
8425,31.2,24.9,93
8426,30.2,41.9,53
8427,-2.2,22.8,55
8428,10.2,37.4,61
8429,0.5,37.6,82
8430,24.9,12.0,44
8431,-0.1,37.6,88
8432,31.0,45.7,22
8433,24.9,4.0,63
8434,1.4,11.5,62
8435,-1.3,44.2,62
8436,17.2,18.0,70
8437,1.5,32.2,87
8438,10.9,7.0,98
8439,22.3,44.9,93
8440,20.3,21.3,49
8441,18.4,43.4,99
8442,27.0,29.0,94
8443,14.5,35.8,30
8444,0.4,37.3,24
8445,16.7,28.0,88
8446,28.5,27.1,49
8447,27.1,31.0,56
8448,0.7,38.9,83
8449,28.5,44.9,33
8450,13.5,19.8,31
8451,-2.9,4.6,25
8452,17.7,32.3,31
8453,23.0,27.5,93
8454,1.5,44.3,89
8455,10.2,32.7,39
8456,26.8,9.5,66
8457,14.5,1.0,67
8458,-4.4,48.4,69
8459,34.7,27.4,87
8460,28.8,45.4,45
8461,7.2,8.2,66
8462,11.0,36.9,75
8463,0.6,43.1,99
8464,14.3,20.0,37
8465,20.1,32.6,38
8466,19.6,14.7,86
8467,2.0,28.9,49
8468,30.6,41.6,58
8469,28.8,0.3,54
8470,23.8,8.1,40
8471,24.3,48.5,21
8472,12.9,16.8,71
8473,-3.7,16.7,50
8474,32.7,15.4,46
8475,24.9,45.0,41
8476,18.5,5.1,40
8477,33.4,16.9,46
8478,6.7,37.7,95
8479,10.4,25.1,29
8480,23.5,33.5,53
8481,16.7,22.2,99
8482,1.0,21.5,31
8483,-4.5,4.3,62
8484,-4.9,41.7,92
8485,-2.9,39.7,39
8486,4.2,15.9,80
8487,32.4,32.2,41
8488,32.1,32.1,57
8489,-2.2,48.4,38
8490,11.0,27.4,34
8491,11.3,23.1,41
8492,13.6,26.3,50
8493,29.8,30.6,44
8494,18.0,28.3,21
8495,14.8,27.3,56
8496,32.9,16.1,43
8497,9.6,16.8,41
8498,1.2,1.0,83
8499,24.8,18.1,36
8500,19.5,0.7,20
8501,9.5,6.1,68
8502,5.1,19.5,35
8503,16.2,13.8,81
8504,-3.5,13.0,32
8505,5.5,32.6,30
8506,-2.8,27.6,96
8507,11.2,8.8,91
8508,11.8,49.6,58
8509,7.1,36.8,56
8510,7.3,21.0,85
8511,27.5,21.8,59
8512,31.2,30.7,52
8513,22.0,0.5,39
8514,24.5,15.5,72
8515,5.3,2.3,80
8516,22.0,8.2,34
8517,24.0,37.9,65
8518,18.0,0.2,34
8519,17.0,9.7,51
8520,32.7,15.7,57
8521,32.1,17.2,82
8522,27.5,20.9,71
8523,29.0,35.4,50
8524,0.6,35.8,60
8525,28.7,5.4,85
8526,19.0,18.9,75
8527,27.8,39.0,78
8528,0.8,0.3,99
8529,13.3,4.0,73
8530,33.5,37.5,96
8531,2.7,12.2,73
8532,32.8,10.4,32
8533,31.8,25.5,47
8534,30.3,7.1,41
8535,-1.3,37.7,86
8536,32.7,30.1,28
8537,34.7,12.0,21
8538,14.2,35.3,81
8539,14.4,37.2,71
8540,7.0,25.6,36
8541,20.4,48.8,65
8542,21.1,30.4,42
8543,27.3,10.1,65
8544,15.9,32.7,78
8545,21.7,2.8,62
8546,34.1,29.9,85
8547,16.1,8.9,92
8548,12.6,22.8,67
8549,14.3,32.1,36
8550,-0.4,26.3,52
8551,14.8,45.9,64
8552,2.4,9.0,24
8553,31.3,49.4,99
8554,27.8,39.6,37
8555,3.2,1.1,60
8556,9.7,10.2,88
8557,13.9,48.3,54
8558,21.4,47.4,43
8559,14.7,1.6,99
8560,4.8,50.0,85
8561,27.4,25.7,67
8562,32.0,7.7,31
8563,2.1,34.7,88
8564,-3.1,4.7,54
8565,31.2,33.4,48
8566,31.2,40.7,55
8567,18.4,15.5,72
8568,-3.1,8.4,71
8569,13.3,25.6,62
8570,30.3,20.2,44
8571,17.0,4.1,32
8572,27.8,14.3,48
8573,14.6,23.6,79
8574,0.3,23.0,26
8575,-1.3,39.9,45
8576,26.2,40.5,33
8577,29.9,27.2,79
8578,30.7,43.4,51
8579,21.2,9.4,44
8580,1.6,26.3,83
8581,28.6,9.9,55
8582,28.0,47.2,61
8583,3.1,42.1,44
8584,12.2,48.8,29
8585,25.4,36.8,76
8586,25.9,21.7,68
8587,1.1,3.6,28
8588,11.4,47.6,79
8589,-2.7,18.7,91
8590,-2.6,20.0,87
8591,27.0,38.9,50
8592,14.9,38.9,29
8593,13.5,36.4,45
8594,28.6,8.8,59
8595,8.8,6.7,42
8596,12.8,34.9,47
8597,3.7,14.9,91
8598,0.8,29.7,38
8599,22.9,28.7,61
8600,26.6,25.2,50
8601,26.3,33.9,36
8602,9.3,12.7,59
8603,12.7,0.1,76
8604,28.8,9.7,48
8605,15.3,41.0,37
8606,-3.3,44.3,54
8607,-2.6,49.3,71
8608,0.2,5.7,48
8609,8.5,41.1,28
8610,4.6,35.6,36
8611,6.3,44.6,73
8612,-1.0,41.0,39
8613,19.5,26.0,33
8614,15.0,4.3,48
8615,14.2,42.8,23
8616,15.8,19.9,38
8617,2.4,13.6,39
8618,1.5,39.7,64
8619,24.2,12.4,53
