temperature,rainfall,humidity
-0.1,130.4,28
36.5,178.1,49
-4.9,167.1,74
6.5,168.3,34
-3.5,177.3,63
4.6,199.0,72
6.7,99.9,98
17.9,126.1,74
26.5,182.5,72
18.4,169.6,100
3.3,169.6,58
1.9,7.1,66
20.3,46.8,77
20.8,51.1,71
19.6,184.7,45
-0.1,112.4,79
13.2,83.2,88
-6.9,141.6,88
26.7,141.3,88
-6.3,93.5,44
36.7,92.0,84
31.0,190.0,84
27.4,182.0,23
5.7,51.9,90
29.8,86.8,25
9.4,135.7,37
13.8,15.6,88
7.9,62.0,28
27.8,57.7,50
19.8,25.8,89
37.2,5.2,28
9.1,132.2,28
5.9,86.5,86
6.4,187.2,61
9.2,170.9,30
16.8,33.7,24
29.2,29.3,72
6.5,159.2,43
39.9,89.2,21
2.5,54.0,92
25.1,178.5,57
39.8,183.4,91
12.7,171.3,69
24.9,120.8,92
3.2,55.4,93
-8.0,5.8,58
-8.0,125.4,94
-6.1,106.1,28
12.3,178.6,27
-9.4,53.6,28
-0.4,1.6,90
18.4,172.6,90
33.1,148.1,56
-5.4,3.4,76
-7.6,172.4,26
23.5,70.5,74
-5.0,199.5,68
18.7,52.9,41
-8.4,57.0,50
2.2,163.8,57
9.2,149.6,57
11.5,110.1,93
22.3,190.6,81
24.5,155.8,76
-1.4,109.3,48
36.9,197.7,95
17.7,153.9,96
35.4,144.0,62
14.6,10.8,31
20.3,79.0,57
10.8,127.6,84
24.4,14.5,36
5.7,37.1,28
4.7,122.5,24
29.8,13.8,63
-4.7,83.0,29
37.3,164.7,29
19.5,44.8,25
-1.7,122.0,23
21.6,12.8,96
28.1,63.2,68
17.0,91.6,25
18.9,104.6,32
10.2,119.5,87
13.7,121.4,22
3.6,42.4,67
25.7,1.7,86
15.8,39.9,25
3.9,5.4,51
23.3,70.1,48
17.1,110.7,67
38.0,97.3,99
30.6,129.7,44
-7.6,184.0,22
-2.7,2.4,65
23.5,199.9,64
3.9,184.8,79
-1.3,16.2,80
20.6,102.1,85
-7.4,100.4,21
37.1,41.8,67
6.8,156.3,39
8.7,35.5,26
10.8,41.8,28
-6.5,170.7,45
35.2,14.6,51
1.6,132.3,20
36.7,9.3,49
-3.9,163.5,47
25.8,82.1,92
20.0,59.3,43
16.6,85.0,90
19.9,128.6,88
27.2,152.3,25
6.9,194.8,64
30.9,73.9,50
29.0,111.4,23
37.2,41.4,77
37.7,4.1,38
0.6,7.6,36
-5.2,152.6,42
6.0,164.0,47
30.0,96.2,81
22.5,81.9,66
24.1,89.0,62
19.8,37.5,93
3.0,137.3,63
4.4,126.4,73
6.2,51.0,30
-9.3,166.2,35
-7.7,94.3,41
-1.7,9.4,71
35.1,64.0,39
37.0,186.7,28
22.3,173.8,29
3.4,4.1,84
26.2,85.0,29
36.2,88.4,94
22.5,76.2,24
-2.4,156.8,95
24.0,174.5,65
30.2,195.3,66
24.9,45.8,46
21.2,135.1,40
36.4,55.7,24
-0.2,181.1,24
12.8,193.4,74
37.9,12.5,54
38.2,166.0,87
26.8,127.6,38
16.5,60.9,36
12.9,115.5,85
6.0,69.2,79
5.8,123.1,28
-4.8,177.7,79
34.4,35.3,77
10.1,135.1,24
-5.0,162.1,20
19.8,75.0,47
18.4,192.8,79
-0.9,17.0,36
27.8,124.7,69
32.8,107.2,97
-4.7,39.0,56
24.4,116.8,20
24.2,140.2,94
2.7,172.8,82
16.4,192.6,65
33.0,0.9,90
17.8,181.6,23
-1.3,132.5,51
-1.2,140.1,36
17.0,31.2,28
10.6,41.1,61
37.9,1.4,38
10.9,133.5,63
-1.5,125.5,78
38.2,11.9,54
38.0,188.7,42
21.0,133.2,30
23.3,56.3,70
3.4,103.8,70
1.8,72.8,62
-4.2,143.7,75
38.3,73.5,46
20.0,188.8,51
23.1,69.3,26
36.7,12.9,72
16.8,150.3,31
-5.4,138.8,92
30.5,177.2,73
21.5,132.4,53
33.3,133.2,47
27.7,54.4,47
2.3,169.5,25
20.2,6.9,84
12.9,98.0,88
-1.2,145.8,53
22.0,39.3,55
-5.3,73.4,34
4.7,198.8,55
-0.4,163.6,33
23.8,72.6,91
33.5,72.5,23
9.3,136.0,66
9.5,80.3,67
29.6,53.0,69
7.0,143.9,86
19.4,177.7,57
14.9,142.1,55
34.1,144.0,32
11.5,60.0,49
23.7,6.0,98
5.5,69.1,86
3.1,47.1,70
12.2,65.9,42
26.8,178.1,67
0.9,98.7,47
19.5,42.5,98
22.2,57.4,83
29.3,199.4,97
16.4,157.7,50
30.1,133.5,87
4.9,179.2,20
1.6,191.7,87
39.5,16.4,21
19.1,77.7,66
37.8,181.7,34
-7.1,98.9,71
32.6,195.5,77
11.7,96.5,84
25.4,99.9,37
17.6,132.3,29
21.7,162.1,96
25.7,53.8,28
-5.3,7.9,45
1.9,9.7,79
-1.7,101.3,72
21.3,163.3,99
-6.1,110.2,24
-8.5,127.9,25
16.2,42.5,80
35.9,177.6,71
8.6,123.5,77
-9.2,82.6,48
33.0,44.0,76
16.3,61.1,47
31.4,55.2,87
33.3,30.5,28
28.9,20.9,51
8.2,40.4,55
-6.6,15.3,80
-0.7,155.8,51
31.2,103.3,59
17.8,115.3,50
-2.5,20.4,52
-6.2,89.8,30
27.2,98.5,47
4.1,198.1,76
1.2,100.1,88
4.8,174.7,66
32.9,98.4,74
30.4,6.8,71
16.8,32.2,39
34.7,15.5,79
-0.9,114.2,20
36.0,167.8,20
15.6,136.6,39
32.6,105.7,72
38.0,72.3,34
13.5,147.7,94
16.7,125.1,60
16.0,178.0,29
3.9,128.7,61
30.9,39.3,69
28.1,82.0,41
31.2,176.3,55
-2.0,155.9,23
-9.2,54.0,83
29.8,187.3,32
35.9,69.1,67
24.8,117.3,77
27.5,65.0,65
17.7,144.3,99
-6.3,153.2,41
25.4,28.8,85
17.7,149.3,92
35.8,166.5,22
13.0,36.3,60
10.5,59.3,99
1.9,138.8,67
5.9,20.7,69
0.4,176.3,43
13.2,72.3,45
-7.0,2.4,85
35.9,56.9,95
10.1,179.3,50
17.3,29.7,38
13.4,194.3,54
37.0,157.7,81
27.9,11.6,55
9.7,153.2,53
-0.2,106.5,35
34.9,84.2,40
-3.4,88.7,97
5.0,59.8,72
15.0,66.3,96
8.7,198.1,37
6.1,107.7,23
6.0,14.8,85
9.1,87.8,63
-4.0,139.3,40
11.4,141.3,99
32.6,80.2,24
8.5,112.1,26
14.3,161.1,58
19.9,128.7,78
13.0,116.1,23
17.5,148.5,45
38.5,181.6,72
-1.3,188.8,40
24.2,176.8,95
16.8,89.0,77
21.0,26.4,41
37.4,43.0,44
18.1,87.3,87
19.7,177.5,22
2.0,121.5,77
28.5,60.7,64
-1.5,32.3,86
38.9,128.8,22
-6.1,114.6,67
1.1,177.3,61
14.9,168.7,32
13.4,58.7,74
-4.7,171.3,61
21.6,88.8,23
11.4,38.9,89
37.8,27.2,58
-7.6,187.4,74
33.3,174.5,99
-2.9,175.0,26
33.1,22.2,87
11.1,13.7,96
17.7,85.1,100
37.5,149.4,43
-9.4,63.0,80
1.3,105.5,24
36.7,112.3,84
17.5,114.0,26
0.2,78.3,53
39.7,17.5,75
-1.0,72.3,62
34.9,73.5,67
8.6,97.2,72
2.4,67.6,46
0.8,96.3,31
-8.1,46.1,69
27.6,158.0,29
35.5,121.6,77
2.1,129.9,87
28.6,139.8,28
12.7,122.5,22
-2.2,112.0,73
-5.7,155.3,47
18.0,7.5,43
5.3,5.1,71
9.5,2.4,50
-2.9,144.3,81
-7.5,41.1,46
-7.4,81.8,22
17.0,195.7,45
35.0,148.3,98
24.2,195.9,38
31.2,80.7,45
10.2,76.3,67
28.0,153.8,85
38.5,23.8,22
34.6,135.1,64
6.3,137.5,90
18.6,1.3,92
35.7,68.2,35
-8.7,0.3,86
37.3,4.5,71
2.6,126.5,56
-0.0,125.6,65
21.1,191.3,35
23.4,4.4,40
29.1,140.9,73
25.3,169.9,57
35.7,57.6,95
25.0,113.0,59
7.4,71.1,81
13.8,115.2,43
12.1,10.3,68
25.3,121.2,72
7.8,29.0,53
12.6,58.2,60
-2.1,161.1,42
28.0,188.0,33
-6.5,98.6,32
27.0,128.8,64
36.6,97.1,65
11.8,88.3,99
-4.2,41.2,49
21.5,114.9,71
31.8,33.2,82
-9.0,189.9,51
-4.9,31.5,85
3.1,46.8,82
26.1,150.6,20
27.6,61.2,38
3.0,133.9,29
-6.9,18.5,89
38.3,74.0,72
-9.2,27.2,44
17.4,101.8,76
23.6,50.9,37
11.4,167.3,89
30.3,82.4,92
-1.8,6.7,52
21.6,68.3,27
3.5,66.8,91
-6.3,11.7,37
22.3,74.0,40
15.0,54.0,62
10.2,36.3,97
22.1,174.2,84
7.8,109.6,68
37.7,14.7,55
32.6,42.6,31
26.7,83.8,46
5.3,188.4,60
31.6,193.4,85
33.8,84.9,30
27.6,135.6,55
17.7,129.5,26
0.6,178.9,60
14.5,186.3,35
13.5,96.1,90
16.7,58.0,46
18.6,166.6,67
29.7,113.4,36
-6.6,127.7,98
39.1,14.3,68
6.5,148.9,72
22.6,25.0,87
17.3,188.9,61
29.9,116.6,35
9.9,91.6,85
15.4,66.5,43
1.5,6.2,70
32.0,69.3,91
36.1,146.0,32
13.4,27.1,41
11.9,163.2,35
16.5,113.3,25
5.0,177.6,26
-2.3,118.5,20
7.8,125.7,60
28.1,130.7,66
33.5,130.1,48
-5.6,26.1,49
21.9,123.1,67
29.7,169.0,71
38.0,125.1,24
32.3,128.4,26
-6.4,129.1,93
7.5,178.4,44
22.3,185.3,56
36.6,73.0,26
34.1,188.8,31
26.2,181.2,66
21.8,110.5,45
-0.7,200.0,97
16.5,60.9,35
32.0,182.1,25
31.5,61.2,56
28.0,154.4,20
37.4,31.7,89
36.7,112.7,74
29.4,101.2,65
10.1,13.5,98
-4.3,92.1,96
-0.4,48.5,66
25.0,9.3,26
4.7,67.6,31
2.7,143.6,83
-2.2,24.8,34
0.2,103.1,70
3.8,174.0,83
-4.5,11.7,78
29.3,199.6,37
22.0,192.7,94
10.7,53.1,20
-5.7,17.1,41
37.8,96.3,30
11.4,117.5,91
26.3,93.8,28
24.8,9.2,41
16.7,147.1,60
-8.8,3.3,66
38.2,46.2,23
29.4,16.8,48
39.8,144.8,24
0.0,147.1,57
-9.1,184.0,33
38.0,38.1,84
24.8,142.4,88
34.6,177.3,37
3.3,11.9,84
36.1,136.2,66
0.9,30.6,38
9.7,54.6,69
16.0,107.7,97
22.8,163.1,49
11.1,116.7,92
17.9,2.3,95
37.3,104.1,28
18.2,43.1,69
33.6,93.9,81
-6.3,165.2,27
12.3,101.6,26
-2.4,22.8,88
3.7,160.3,63
36.8,181.8,55
9.5,105.1,78
37.8,166.4,97
14.0,102.0,37
27.9,167.3,61
7.5,154.9,69
11.4,9.9,45
29.2,146.6,60
34.1,60.0,70
35.4,156.3,53
-4.7,35.0,87
1.4,165.3,55
10.3,31.1,92
17.5,124.1,81
34.0,56.2,41
30.8,2.4,51
11.4,126.1,90
3.1,120.5,59
19.8,166.1,68
22.8,98.5,78
-1.9,73.8,94
3.9,93.7,60
20.4,77.3,54
25.7,22.1,58
-3.3,49.6,94
-1.2,175.1,30
2.9,39.0,74
6.0,167.4,67
0.9,184.1,92
4.3,93.1,78
22.9,140.4,61
6.4,111.5,45
17.0,97.6,45
11.1,96.9,60
1.4,67.1,96
5.8,97.9,80
20.5,154.3,56
25.1,123.6,36
39.9,182.1,34
-8.4,79.4,58
2.3,165.5,76
1.9,158.6,62
22.4,91.0,35
-6.4,93.5,85
-5.4,67.6,76
23.8,57.1,93
7.4,38.1,49
12.9,183.2,57
4.7,102.5,86
2.1,72.6,22
-8.6,14.1,20
-9.8,90.9,33
13.4,21.1,71
35.9,18.6,26
2.2,59.5,86
25.1,22.5,38
27.6,43.6,32
16.8,154.9,69
17.6,182.6,78
31.8,155.4,41
13.0,144.5,28
-2.3,74.1,55
21.2,137.9,76
8.8,59.3,71
-2.8,120.3,74
31.2,35.4,64
-4.3,27.8,65
13.4,152.0,85
-0.7,74.4,84
-4.5,168.1,100
-3.3,49.0,83
37.4,116.1,52
-9.1,197.7,67
23.0,48.9,55
23.4,96.9,99
8.0,177.1,42
-3.0,73.2,23
-9.2,7.3,38
34.5,108.2,40
9.2,20.3,38
33.0,130.2,22
18.3,178.8,88
28.9,186.6,41
20.4,188.4,71
-0.6,14.2,34
31.2,61.7,81
1.8,174.4,50
22.2,118.5,41
21.5,92.5,53
-7.4,46.6,79
8.9,72.8,64
13.8,5.3,50
-2.0,98.2,80
1.3,71.4,50
20.5,22.3,41
17.6,106.2,64
29.5,181.9,40
-3.2,142.7,79
10.6,170.3,76
19.7,31.3,48
19.8,148.6,37
15.0,183.1,74
0.7,196.7,99
25.8,127.8,52
37.7,99.6,92
37.3,1.2,50
13.6,104.4,97
11.1,23.2,93
0.5,140.2,93
28.7,161.5,84
9.0,122.7,27
-3.9,119.4,65
14.9,113.3,65
-1.3,58.1,52
-2.0,73.2,27
15.6,25.0,33
7.0,4.3,24
14.3,33.6,58
10.9,63.9,93
30.2,19.8,97
-6.0,91.0,73
35.7,90.2,34
26.6,52.6,78
-9.5,162.7,84
38.4,45.7,74
26.3,33.6,71
-6.6,57.5,75
12.3,141.7,64
-3.0,2.2,98
0.9,179.6,39
-8.7,20.1,48
-6.8,117.1,24
37.6,93.8,60
8.4,121.8,68
26.6,167.3,34
27.8,156.9,28
12.4,161.7,65
3.1,14.1,34
-2.3,185.2,60
32.8,147.7,55
31.1,12.4,54
8.1,96.4,58
0.8,188.2,62
25.8,102.5,57
38.3,140.3,49
-9.3,112.7,96
39.6,135.8,83
28.2,199.3,99
2.2,103.7,76
3.9,12.7,46
36.6,35.1,100
-4.1,113.8,80
23.1,61.0,33
22.3,138.8,83
10.7,43.4,90
17.4,65.9,78
38.1,132.3,37
37.0,39.9,24
8.3,168.7,22
37.2,81.7,89
11.8,95.4,70
21.3,132.0,58
7.4,26.1,53
1.0,96.7,67
-5.8,34.9,69
20.8,79.4,73
-8.2,53.6,38
25.5,118.8,72
5.6,44.0,33
35.5,36.6,30
18.8,40.9,75
26.6,130.8,25
25.0,144.0,37
33.9,132.1,83
20.7,49.4,48
27.1,95.7,25
-4.3,80.1,39
-0.1,193.1,55
34.7,175.1,35
15.6,134.7,67
-6.1,168.8,97
31.6,109.9,97
3.0,65.4,59
-5.2,194.5,47
-5.9,56.6,42
-9.7,5.0,22
8.5,9.4,49
12.0,54.9,37
-5.5,135.8,38
-9.6,114.3,69
-8.2,157.3,86
30.9,65.2,65
8.9,112.0,66
24.4,196.0,88
1.1,20.2,48
32.5,111.7,41
10.5,171.5,88
10.4,8.9,66
3.8,122.3,28
32.5,94.9,98
19.7,89.2,63
3.4,122.9,27
12.9,12.9,76
24.8,46.1,83
11.1,37.9,96
6.3,159.0,33
0.2,54.8,85
-5.6,150.6,59
14.2,22.4,93
37.5,7.4,86
-9.5,143.1,37
37.7,23.0,29
6.4,132.6,51
3.6,81.6,91
31.8,104.0,42
32.3,41.3,66
11.8,152.0,27
29.4,28.0,40
34.4,88.2,92
21.9,49.3,94
9.2,77.5,85
8.9,155.2,23
-0.6,99.8,60
-0.6,85.3,97
-0.4,66.9,20
30.6,110.8,73
-4.6,84.4,21
27.8,169.1,34
36.7,61.3,98
5.1,178.1,24
33.2,33.0,86
25.0,136.6,88
4.0,59.6,79
34.1,113.8,35
33.2,128.9,90
38.3,173.8,94
31.5,12.5,25
12.7,59.4,69
-5.2,22.9,70
-8.0,23.5,77
-3.7,57.8,47
33.4,130.8,56
-3.0,35.0,80
-5.5,27.2,70
26.8,43.2,51
28.1,38.7,74
13.6,55.6,83
27.9,106.5,94
17.7,17.7,78
9.4,130.4,69
4.8,196.0,66
25.3,163.8,91
21.2,191.2,63
18.4,65.8,93
17.4,90.1,53
7.1,31.4,46
26.1,168.7,36
21.9,99.9,95
25.8,191.7,60
15.4,14.2,80
33.1,126.9,60
32.0,111.4,25
7.7,22.8,21
20.5,165.4,58
11.3,142.2,38
4.2,1.3,40
7.3,10.3,23
23.5,6.1,88
39.9,28.1,94
-5.2,113.1,94
36.0,198.5,90
38.2,10.1,32
37.2,38.4,80
8.3,23.1,30
35.6,43.9,54
16.3,81.3,41
25.9,90.8,85
14.4,62.5,79
-2.0,182.3,98
26.1,55.1,60
35.4,185.5,27
32.0,10.2,54
35.6,77.3,73
28.0,2.8,22
7.4,95.6,30
6.9,198.8,47
22.3,46.1,66
25.8,137.8,39
38.6,130.5,82
4.2,158.8,67
4.7,113.5,66
14.6,66.0,73
-9.1,197.5,96
14.4,51.7,21
27.2,11.7,95
38.6,151.9,54
1.2,38.0,41
25.3,125.1,38
15.5,131.3,20
21.3,16.1,84
31.8,56.7,42
15.3,181.6,58
29.9,22.2,82
37.7,101.7,96
32.4,63.9,98
-1.0,161.2,99
-9.6,92.9,79
-8.6,47.0,54
26.9,140.0,60
31.8,13.3,82
-4.9,127.6,41
24.1,98.5,37
-10.0,184.2,84
15.3,92.6,43
28.3,22.0,67
20.4,20.8,74
-2.2,39.0,70
-4.1,68.1,73
34.4,146.9,41
-10.0,140.6,87
28.8,135.6,35
27.1,184.8,48
37.1,190.9,47
18.5,86.5,75
37.4,117.0,85
12.2,186.3,20
19.3,51.7,22
36.9,131.0,73
4.5,122.1,94
-3.3,109.0,34
6.9,21.5,86
37.3,15.3,22
-1.6,2.6,73
36.8,183.2,65
1.3,17.8,80
-2.2,66.4,53
35.4,42.9,23
32.0,58.5,61
-2.7,169.7,74
6.4,44.6,50
35.1,184.0,77
7.0,184.2,45
-6.9,195.2,90
17.1,161.2,59
1.4,197.6,96
2.8,13.0,48
-5.6,73.4,80
29.5,102.3,51
11.6,153.2,46
30.8,131.2,40
8.1,29.4,20
-5.8,138.3,64
-8.7,10.2,52
28.0,28.4,40
32.7,197.6,87
-8.0,8.1,35
31.1,35.7,40
16.8,122.7,72
33.0,14.6,70
5.3,30.3,91
22.9,8.8,62
16.2,104.3,84
-5.3,5.3,28
12.5,108.3,94
33.4,121.4,99
22.9,129.2,61
17.6,88.2,45
5.8,74.9,83
4.3,169.8,54
-8.1,154.4,93
20.9,31.7,79
3.1,26.6,35
23.9,154.1,37
27.2,131.8,69
19.4,116.0,75
-0.5,90.8,24
6.4,72.5,71
16.3,83.1,24
39.9,14.0,37
22.4,11.8,25
25.8,28.9,56
5.4,126.6,94
5.0,153.1,92
20.6,73.9,38
30.1,176.4,84
-7.7,96.5,61
5.2,8.0,97
18.7,49.9,28
20.3,9.7,41
29.6,39.5,72
-1.7,153.0,40
-8.9,2.3,98
-9.7,159.8,67
-3.7,84.6,38
-4.7,57.0,92
10.6,36.9,95
19.6,124.6,28
7.6,50.3,58
19.2,1.3,83
-8.2,128.2,72
25.9,33.2,60
29.2,105.9,93
37.5,32.1,32
-1.2,184.2,31
22.1,46.5,88
34.8,75.3,96
21.5,131.5,28
35.1,188.7,31
28.3,101.5,51
31.0,18.6,67
13.6,38.0,82
3.8,47.6,48
7.1,171.9,82
25.8,172.9,29
17.1,13.1,30
15.1,133.2,55
-9.8,92.4,20
31.1,40.5,45
18.1,157.5,47
13.8,111.4,34
22.3,63.1,48
14.6,159.7,42
17.3,188.0,83
9.8,18.3,87
13.3,159.5,74
-6.8,98.1,28
18.0,127.1,29
35.6,119.2,83
14.9,164.6,41
39.6,68.7,86
-8.6,3.2,91
-5.2,117.4,77
5.4,42.3,56
-4.6,166.1,58
11.4,63.4,82
16.7,194.3,30
32.4,163.5,24
-3.5,143.2,48
35.6,137.8,46
35.8,32.1,82
36.4,163.2,81
31.0,73.7,86
30.1,186.2,49
11.0,178.2,91
17.5,55.8,99
28.3,43.2,70
2.5,25.7,50
17.9,90.6,30
26.9,160.3,70
4.3,29.9,51
2.3,51.6,64
1.3,164.8,73
-1.0,133.8,99
5.9,172.4,72
31.5,18.5,38
-8.7,170.5,35
11.0,65.8,93
3.9,125.5,54
12.4,82.7,87
-1.4,109.1,89
-10.0,64.6,40
-3.6,168.1,62
28.7,141.6,43
37.5,66.8,60
27.1,82.1,63
24.6,105.7,25
-3.2,152.2,58
24.8,74.7,39
21.9,38.7,49
0.2,58.6,56
2.6,54.3,91
32.7,49.6,24
1.0,58.6,66
11.2,44.6,95
5.4,187.1,78
-6.6,25.9,50
19.5,37.2,33
-9.6,102.5,80
31.1,159.4,22
2.4,83.5,36
27.5,163.7,26
36.6,165.8,49
31.4,198.3,64
-2.8,167.4,91
27.4,122.9,92
32.0,171.6,86
35.8,0.3,37
-6.1,191.5,60
1.1,151.5,57
4.8,63.7,94
0.6,91.2,85
-4.4,140.9,45
2.5,56.7,59
-1.2,159.8,64
23.0,139.2,56
-5.6,166.2,65
-3.2,121.9,62
18.3,75.5,51
-6.4,189.1,92
30.4,35.6,57
19.2,47.0,78
37.0,10.0,50
-4.3,88.6,81
35.5,40.4,49
12.8,19.4,48
0.7,14.8,41
11.9,1.8,69
10.9,37.4,30
33.3,114.1,82
-7.8,12.0,62
-7.9,115.7,39
22.2,46.4,62
23.1,14.7,46
39.0,168.0,82
-8.0,109.7,75
21.8,131.6,47
19.1,138.4,98
27.7,57.5,100
4.7,93.9,27
37.8,177.4,99
-4.4,14.5,98
38.7,87.9,33
35.6,66.7,22
22.5,130.1,34
11.9,138.9,89
-7.8,127.1,57
17.9,62.8,87
18.7,109.0,23
20.2,44.0,79
37.6,63.5,83
12.7,147.3,44
-3.6,2.6,93
21.9,60.4,75
-9.3,52.0,93
-2.8,125.1,77
14.0,176.0,80
39.7,4.4,72
24.8,44.0,97
6.4,197.4,29
4.0,16.5,85
15.9,117.4,61
-3.5,98.9,25
33.4,166.1,56
22.4,14.5,72
2.0,76.4,60
23.1,80.7,49
28.3,51.1,49
35.7,163.4,40
30.7,14.6,78
23.3,33.7,63
37.8,151.3,91
34.8,151.0,95
32.7,43.9,62
30.9,34.2,40
-3.0,173.3,85
34.3,173.0,51
20.6,147.5,28
5.9,181.1,52
35.9,79.5,26
18.0,186.7,22
-1.8,199.8,75
2.7,129.3,41
4.0,127.4,44
29.8,190.1,69
25.2,92.5,82
22.9,181.0,54
-8.0,29.5,78
2.1,140.3,31
3.3,56.1,83
7.6,126.8,44
20.9,83.5,60
1.1,77.5,75
28.9,49.5,20
35.2,76.9,20
-5.8,56.1,74
10.4,54.9,96
37.7,140.5,29
39.3,70.3,21
18.0,73.9,20
2.8,145.4,35
11.9,33.4,81
32.9,60.5,60
4.9,103.4,29
-0.2,134.6,100
23.6,121.0,78
35.5,143.9,82
-2.7,192.6,43
24.2,129.1,73
-7.2,75.4,59
21.4,156.2,45
4.1,145.3,93
10.9,79.6,78
30.5,67.4,73
-7.4,185.8,49
12.2,21.2,83
21.9,129.6,79
-9.9,94.6,69
1.4,52.6,80
-9.3,196.6,67
10.3,144.4,44
9.5,81.5,32
27.1,164.7,59
9.0,118.0,28
22.0,188.6,71
26.1,51.2,47
37.2,23.0,51
34.4,199.2,81
30.6,65.6,49
0.3,47.2,83
28.6,145.1,66
27.3,159.9,26
28.0,57.7,89
-9.8,0.4,22
25.7,111.1,87
34.7,37.5,92
5.9,146.5,73
27.0,167.7,37
28.2,55.8,93
-9.3,135.8,48
-4.0,183.5,81
13.2,155.6,96
35.2,46.8,95
-2.6,112.7,70
17.2,148.8,87
16.9,39.1,24
22.9,115.4,65
5.5,169.1,56
32.5,186.8,61
33.9,49.6,93
0.8,16.8,45
33.5,153.8,86
-8.8,158.0,82
26.6,134.8,96
23.7,32.4,66
0.9,59.7,51
11.0,98.4,97
22.0,30.7,96
-8.0,123.7,42
33.5,55.9,58
16.2,15.8,98
27.0,165.1,90
6.7,65.5,93
14.6,142.9,28
2.1,125.4,21
14.7,176.6,85
-4.3,103.4,96
28.3,106.3,32
31.6,157.5,91
28.9,83.4,65
12.9,3.2,31
1.0,188.6,28
9.6,15.6,53
-2.1,6.6,78
-4.3,13.7,39
10.7,170.2,52
6.1,180.1,22
11.8,27.2,86
-0.9,103.3,34
28.5,89.7,23
0.2,56.7,32
-8.5,149.0,55
-9.2,183.8,83
12.3,33.5,39
24.1,34.7,30
37.9,114.2,97
31.7,114.9,80
-5.5,6.9,85
32.4,68.8,76
-0.1,129.6,98
33.8,55.6,51
16.0,96.8,71
7.3,20.8,96
1.7,148.9,31
28.2,76.4,80
24.3,161.6,58
14.3,151.5,59
8.6,46.7,89
17.9,139.0,56
16.9,64.2,94
27.6,113.2,91
1.0,139.2,41
10.4,39.8,44
16.3,15.5,29
14.8,53.2,54
26.1,24.6,42
-6.3,170.1,79
-5.1,122.3,46
20.6,68.1,53
24.4,154.9,52
13.6,133.7,21
26.0,161.1,94
9.2,115.0,97
-7.1,41.3,84
-0.1,150.4,42
15.9,144.3,79
8.4,108.7,86
16.8,187.8,41
16.7,105.1,42
14.2,196.1,64
8.3,182.4,64
21.3,169.8,63
-8.4,51.2,30
9.0,165.9,91
27.2,12.3,41
35.2,123.8,65
31.9,116.9,35
26.1,123.9,63
2.0,113.4,76
20.0,29.3,75
15.6,119.0,65
19.5,47.5,95
-0.4,100.8,41
-3.4,164.8,31
10.3,85.2,89
-5.1,127.1,70
20.2,32.7,52
-8.9,27.7,50
37.0,83.3,28
34.7,157.4,67
17.7,78.1,81
23.2,142.8,55
33.6,65.2,68
38.2,24.5,93
5.3,173.1,36
-4.5,133.6,82
18.9,98.1,94
-3.0,61.4,28
35.6,9.4,52
35.5,153.8,66
26.1,167.1,52
1.5,140.1,24
35.6,0.8,67
-7.5,163.2,28
18.9,147.7,37
-3.7,21.2,71
0.3,55.5,32
33.8,14.7,96
13.2,145.1,86
6.1,10.4,81
-2.2,179.5,73
26.9,83.1,35
7.2,100.8,77
8.7,37.9,31
27.8,115.3,52
14.1,115.8,63
19.6,168.1,81
2.4,128.1,90
6.4,82.0,61
27.5,189.4,57
26.8,110.5,97
38.6,119.0,49
25.0,145.6,37
22.2,71.1,23
22.8,124.9,61
18.6,77.7,23
37.9,6.7,28
35.9,85.4,80
37.4,84.8,25
28.8,83.3,79
10.2,46.1,88
30.5,92.4,46
-0.5,161.9,53
35.3,75.2,64
25.4,154.5,48
25.8,34.9,57
31.0,49.0,32
29.7,8.5,69
29.2,81.9,98
37.6,74.6,27
-7.6,30.8,49
12.9,134.2,37
10.0,136.2,24
5.7,19.1,80
0.8,52.3,74
13.0,166.2,34
25.4,53.5,45
19.3,190.1,27
6.8,126.2,34
32.3,23.7,37
17.2,140.7,41
9.2,68.8,49
25.3,22.1,74
34.4,93.7,74
-9.3,66.4,67
-9.9,131.2,81
26.2,0.7,55
28.5,0.4,52
-2.8,30.0,80
22.5,194.3,20
12.5,181.5,48
17.4,50.1,49
31.1,164.2,93
-7.7,6.5,43
-8.7,187.6,66
26.2,31.7,90
2.3,165.4,53
29.8,17.6,47
33.7,79.0,22
19.7,157.4,56
11.0,190.0,54
-8.0,192.3,68
-5.8,193.7,67
-6.1,105.7,49
7.8,107.7,68
11.9,176.6,71
-2.5,160.5,48
34.5,107.9,98
0.3,137.9,92
2.4,90.7,77
30.2,185.6,69
20.5,74.4,30
-3.6,157.2,28
26.8,12.2,97
10.8,138.0,82
17.6,140.5,32
17.2,66.8,97
34.7,121.7,51
37.2,170.0,88
-2.2,86.0,72
28.0,150.5,89
-1.2,89.2,62
7.3,64.2,21
3.0,33.5,68
19.7,127.4,92
37.3,137.6,29
37.6,11.0,37
16.0,43.7,77
9.7,174.3,64
3.7,40.6,95
-5.7,116.9,38
-8.0,121.5,91
0.6,123.6,27
16.1,18.7,93
18.3,194.2,29
27.2,53.7,52
9.7,121.5,72
31.3,169.9,89
23.5,38.4,93
-2.3,25.5,99
-4.6,127.5,39
26.4,174.9,73
10.2,123.9,74
32.8,110.8,70
-9.8,26.4,39
23.0,185.1,36
9.3,84.5,63
